Unnamed: 0,powerPlay,AverageScore,battingTeam,bowlingTeam,city,delivery_left,score,CurrentRunRate,wicketsLeft,Run_In_Last5,Wickets_In_Last5,Final_Score,innings
43351,0,152.8,New Zealand,England,London,31,150,10.112359550561797,8,46.0,1.0,201,1
57238,0,163.23076923076923,Australia,Sri Lanka,Sydney,68,53,6.115384615384616,8,29.0,1.0,137,1
122794,0,147.11764705882354,England,New Zealand,Pallekele,57,62,5.904761904761905,8,27.0,1.0,149,2
99876,0,128.3953488372093,Pakistan,New Zealand,Dubai,9,143,7.72972972972973,7,46.0,1.0,154,2
134108,0,146.15384615384616,England,India,Durban,0,196,9.8,4,50.0,3.0,200,2
96560,0,143.0,Ireland,Bangladesh,Nottingham,20,112,6.72,6,40.0,1.0,138,2
31202,0,153.14285714285714,India,Australia,Colombo,26,104,6.638297872340425,5,30.0,1.0,140,1
55854,1,155.71428571428572,India,Bangladesh,Nagpur,89,35,6.774193548387096,9,34.0,1.0,174,1
85793,1,166.4,West Indies,Australia,Brisbane,88,41,7.6875,9,40.0,1.0,191,1
43931,0,152.8,West Indies,England,London,73,56,7.148936170212767,9,30.0,1.0,125,1
120562,0,135.609756097561,Sri Lanka,West Indies,Colombo,20,126,7.56,4,36.0,5.0,139,2
6236,0,156.9047619047619,South Africa,Pakistan,Cape Town,59,88,8.655737704918034,9,48.0,0.0,192,1
19657,0,145.89473684210526,Afghanistan,Bangladesh,Dhaka,9,153,8.27027027027027,4,60.0,2.0,164,1
175149,0,171.0,England,South Africa,Taunton,10,155,8.454545454545455,6,30.0,3.0,171,2
32609,0,153.14285714285714,West Indies,Australia,Colombo,81,52,8.0,9,44.0,1.0,205,1
81857,0,129.4,New Zealand,Australia,Dharamsala,6,134,7.052631578947368,4,37.0,2.0,142,1
131099,0,141.33333333333334,England,South Africa,London,49,112,9.464788732394366,8,38.0,1.0,176,2
35965,0,168.44444444444446,Sri Lanka,England,Southampton,35,118,8.329411764705883,4,35.0,4.0,163,1
113310,1,138.07142857142858,Pakistan,Zimbabwe,Harare,88,22,4.125,9,22.0,1.0,99,2
76647,0,156.0,India,New Zealand,Delhi,49,99,8.366197183098592,10,45.0,0.0,202,1
14358,0,170.24137931034485,Australia,South Africa,Johannesburg,63,52,5.473684210526316,7,35.0,1.0,147,1
47731,0,166.2,Bangladesh,West Indies,Sylhet,12,123,6.833333333333333,2,30.0,3.0,129,1
63728,0,153.88235294117646,West Indies,Australia,Barbados,2,160,8.135593220338983,0,22.0,5.0,160,1
48893,0,168.66666666666666,Sri Lanka,New Zealand,Auckland,29,80,5.274725274725275,2,24.0,3.0,115,1
71807,0,181.5,New Zealand,Australia,Christchurch,12,181,10.055555555555555,4,74.0,2.0,214,1
56011,0,155.71428571428572,Afghanistan,West Indies,Nagpur,53,54,4.835820895522389,6,21.0,2.0,123,1
4214,0,160.83333333333334,Sri Lanka,New Zealand,Nottingham,3,153,7.846153846153846,5,46.0,2.0,158,1
133237,0,123.16666666666669,West Indies,England,Trinidad,25,106,6.694736842105263,7,28.0,1.0,123,2
7555,0,156.9047619047619,England,Australia,Cape Town,1,135,6.806722689075631,1,32.0,4.0,135,1
72789,0,140.16666666666666,West Indies,Ireland,Guyana,77,48,6.697674418604651,8,39.0,2.0,138,1
25147,0,178.75,New Zealand,South Africa,Hamilton,80,51,7.649999999999999,9,38.0,1.0,173,1
42366,0,152.8,Australia,West Indies,London,28,113,7.369565217391304,6,46.0,1.0,169,1
81374,0,131.66666666666666,South Africa,West Indies,Port Elizabeth,68,25,2.884615384615385,3,15.0,2.0,58,1
3304,0,154.71428571428572,Bangladesh,Australia,Bengaluru,41,92,6.987341772151899,6,42.0,2.0,156,1
144275,0,141.92307692307693,India,Australia,Sydney,27,118,7.612903225806452,6,24.0,2.0,168,2
130781,0,141.33333333333334,West Indies,Sri Lanka,London,19,99,5.881188118811882,1,28.0,4.0,101,2
126985,0,129.41666666666666,South Africa,Pakistan,Abu Dhabi,29,82,5.406593406593407,7,24.0,2.0,125,2
23331,0,157.21428571428572,Pakistan,Zimbabwe,Harare,39,93,6.888888888888889,7,41.0,0.0,161,1
95072,0,146.28571428571428,Pakistan,India,Bengaluru,7,123,6.5309734513274345,5,40.0,2.0,134,2
153654,0,148.54545454545453,Pakistan,Bangladesh,Lahore,81,44,6.769230769230769,9,37.0,0.0,137,2
57283,0,163.23076923076923,Australia,Sri Lanka,Sydney,24,106,6.625,7,42.0,0.0,137,1
161989,0,167.33333333333334,Australia,England,Hobart,62,84,8.689655172413794,7,46.0,1.0,161,2
76315,0,181.8,India,Australia,Adelaide,10,165,9.0,8,49.0,0.0,188,1
171304,1,122.5,West Indies,Zimbabwe,Antigua,87,45,8.181818181818182,9,40.0,1.0,131,2
56533,0,155.71428571428572,Afghanistan,Zimbabwe,Nagpur,26,121,7.723404255319149,6,40.0,0.0,186,1
11577,0,138.1627906976744,Pakistan,West Indies,Dubai,83,40,6.486486486486486,9,38.0,1.0,160,1
9606,0,138.1627906976744,Sri Lanka,Australia,Dubai,29,105,6.923076923076923,5,25.0,3.0,154,1
24068,0,157.21428571428572,Pakistan,Zimbabwe,Harare,49,79,6.676056338028169,7,43.0,0.0,141,1
11385,0,138.1627906976744,Australia,Pakistan,Dubai,31,70,4.719101123595506,5,18.0,1.0,89,1
80404,0,130.71428571428572,Zimbabwe,South Africa,Hambantota,8,83,4.446428571428571,2,22.0,2.0,93,1
132427,0,141.33333333333334,Pakistan,Zimbabwe,Rawalpindi,55,90,8.307692307692307,9,45.0,0.0,137,2
65083,0,153.88235294117646,Australia,Bangladesh,Barbados,82,37,5.842105263157895,8,34.0,2.0,141,1
124494,0,143.44444444444446,England,Sri Lanka,Southampton,83,50,8.108108108108107,10,42.0,0.0,161,2
105194,0,149.27586206896552,India,South Africa,Johannesburg,62,64,6.620689655172415,8,40.0,1.0,127,2
64165,0,153.88235294117646,England,South Africa,Barbados,3,162,8.307692307692308,4,37.0,2.0,168,1
6291,0,156.9047619047619,South Africa,Pakistan,Cape Town,5,185,9.652173913043478,5,37.0,4.0,192,1
23183,0,157.21428571428572,India,Zimbabwe,Harare,57,58,5.523809523809524,7,29.0,0.0,138,1
34689,0,169.58823529411765,Sri Lanka,Australia,Pallekele,71,63,7.714285714285714,8,35.0,1.0,198,1
99254,0,128.3953488372093,Pakistan,England,Dubai,38,88,6.439024390243903,4,38.0,1.0,112,2
152279,0,180.125,India,Australia,Mumbai,46,113,9.16216216216216,8,35.0,1.0,167,2
35970,0,168.44444444444446,Sri Lanka,England,Southampton,30,123,8.2,4,39.0,2.0,163,1
41929,1,152.8,Sri Lanka,Ireland,London,85,28,4.8,8,23.0,1.0,144,1
86047,0,169.75,Zimbabwe,Afghanistan,Bulawayo,83,68,11.027027027027026,8,68.0,1.0,190,1
13215,0,170.24137931034485,South Africa,West Indies,Johannesburg,75,81,10.8,8,58.0,0.0,231,1
137119,0,149.95833333333334,New Zealand,South Africa,Auckland,33,106,7.310344827586207,1,51.0,5.0,107,2
35063,0,169.58823529411765,Sri Lanka,Australia,Pallekele,67,75,8.490566037735848,7,50.0,2.0,157,1
35548,0,168.44444444444446,England,Sri Lanka,Southampton,79,53,7.75609756097561,10,41.0,0.0,180,1
79767,0,110.0,Afghanistan,West Indies,St Kitts,20,72,4.319999999999999,2,26.0,1.0,110,1
152533,0,150.0,India,West Indies,Providence,29,113,7.450549450549451,8,50.0,0.0,150,2
63886,1,153.88235294117646,West Indies,India,Barbados,85,30,5.142857142857143,10,28.0,0.0,169,1
13018,0,170.24137931034485,Pakistan,South Africa,Johannesburg,17,125,7.281553398058252,4,35.0,3.0,140,1
112357,1,138.07142857142858,New Zealand,Zimbabwe,Harare,93,31,6.888888888888889,10,31.0,0.0,127,2
173683,1,215.0,Australia,New Zealand,Dunedin,91,49,10.13793103448276,9,49.0,1.0,215,2
30158,0,153.14285714285714,South Africa,Pakistan,Colombo,67,38,4.30188679245283,7,21.0,2.0,133,1
7174,0,156.9047619047619,South Africa,West Indies,Cape Town,5,159,8.295652173913043,6,43.0,1.0,165,1
19278,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,46,48,3.891891891891892,4,24.0,2.0,60,1
55547,0,148.20689655172413,Pakistan,Bangladesh,Mirpur,29,106,6.989010989010989,5,38.0,3.0,135,1
26166,0,177.6,South Africa,India,Chandigarh,45,95,7.6,7,47.0,2.0,149,1
100503,0,128.3953488372093,Ireland,Afghanistan,Dubai,47,79,6.493150684931507,5,26.0,2.0,126,2
154706,0,140.0,South Africa,England,Cardiff,76,49,6.681818181818182,8,38.0,1.0,162,2
24480,0,178.75,New Zealand,India,Hamilton,8,196,10.5,6,56.0,2.0,212,1
9681,0,138.1627906976744,West Indies,England,Dubai,78,33,4.714285714285714,6,24.0,3.0,55,1
172560,0,132.0,Ireland,West Indies,Jamaica,75,40,5.333333333333333,7,22.0,1.0,117,2
36790,0,146.41666666666666,England,New Zealand,Abu Dhabi,65,61,6.654545454545455,8,31.0,2.0,166,1
41331,0,139.69230769230768,Australia,India,Melbourne,78,49,7.0,7,30.0,3.0,131,1
170477,0,157.57142857142858,Sri Lanka,New Zealand,Mount Maunganui,66,78,8.666666666666666,6,41.0,1.0,179,2
88538,0,136.0,South Africa,West Indies,Antigua,22,92,5.63265306122449,5,34.0,1.0,120,1
96529,0,143.0,Ireland,Bangladesh,Nottingham,51,71,6.173913043478261,7,20.0,2.0,138,2
59858,0,149.0,Bangladesh,Sri Lanka,Chattogram,82,44,6.947368421052632,6,41.0,2.0,120,1
113191,1,138.07142857142858,Pakistan,Zimbabwe,Harare,89,51,9.870967741935484,10,43.0,0.0,163,2
168410,0,160.25,Afghanistan,Zimbabwe,Bulawayo,43,110,8.571428571428571,8,35.0,2.0,191,2
103867,0,149.27586206896552,West Indies,South Africa,Johannesburg,20,198,11.88,5,41.0,4.0,236,2
124691,0,143.44444444444446,Australia,England,Southampton,14,141,7.981132075471698,5,26.0,4.0,160,2
61055,0,154.66666666666666,Afghanistan,Ireland,Bready,2,159,8.084745762711863,3,38.0,5.0,160,1
123102,1,147.11764705882354,England,West Indies,Pallekele,86,28,4.941176470588235,8,28.0,0.0,164,2
72969,0,140.16666666666666,England,West Indies,Guyana,23,131,8.103092783505154,6,37.0,0.0,191,1
145813,0,130.8,Netherlands,South Africa,Chattogram,47,115,9.452054794520548,6,36.0,3.0,139,2
44244,0,152.8,South Africa,Zimbabwe,London,6,156,8.210526315789474,4,42.0,3.0,160,1
119317,0,135.609756097561,Pakistan,South Africa,Colombo,45,64,5.12,4,26.0,2.0,136,2
113090,0,138.07142857142858,India,Zimbabwe,Harare,59,70,6.885245901639345,7,31.0,2.0,168,2
140156,0,130.3448275862069,Pakistan,Sri Lanka,Mirpur,18,129,7.588235294117647,7,36.0,1.0,151,2
170160,0,122.75,West Indies,Afghanistan,Lucknow,53,69,6.179104477611941,7,37.0,1.0,127,2
147658,0,120.66666666666669,Ireland,Afghanistan,Bready,76,54,7.363636363636364,7,39.0,2.0,144,2
36980,0,146.41666666666666,England,Pakistan,Abu Dhabi,2,122,6.203389830508474,4,36.0,2.0,129,1
32492,0,153.14285714285714,Sri Lanka,India,Colombo,73,66,8.425531914893618,7,35.0,2.0,170,1
5743,0,156.9047619047619,Pakistan,South Africa,Cape Town,57,67,6.380952380952381,8,39.0,1.0,176,1
72061,0,143.5,West Indies,Pakistan,St Vincent,5,136,7.095652173913043,5,46.0,1.0,152,1
138946,0,126.0,West Indies,England,Kolkata,18,118,6.941176470588236,4,49.0,3.0,161,2
35412,1,168.44444444444446,Sri Lanka,England,Southampton,90,31,6.2,9,31.0,1.0,140,1
48093,0,183.33333333333331,New Zealand,India,Rajkot,17,174,10.135922330097086,8,65.0,1.0,196,1
64009,1,153.88235294117646,Australia,West Indies,Barbados,87,51,9.272727272727272,10,49.0,0.0,97,1
163220,0,103.0,Sri Lanka,South Africa,Hambantota,19,136,8.07920792079208,6,38.0,2.0,164,2
91939,0,162.0,Afghanistan,Netherlands,Edinburgh,23,104,6.432989690721649,6,36.0,1.0,162,1
18061,0,162.46666666666667,West Indies,New Zealand,Wellington,18,127,7.470588235294118,6,51.0,0.0,159,1
136964,0,149.95833333333334,New Zealand,Pakistan,Auckland,79,63,9.219512195121952,7,36.0,3.0,146,2
79710,0,110.0,Afghanistan,West Indies,St Kitts,77,36,5.023255813953488,7,21.0,3.0,110,1
83969,0,174.16666666666666,India,England,Ahmedabad,56,114,10.6875,9,55.0,1.0,224,1
28255,0,153.14285714285714,New Zealand,Sri Lanka,Colombo,8,133,7.124999999999999,4,39.0,3.0,141,1
136192,0,149.95833333333334,New Zealand,West Indies,Auckland,77,56,7.813953488372093,8,42.0,1.0,126,2
53449,0,148.20689655172413,India,Australia,Mirpur,23,113,6.989690721649484,6,46.0,0.0,159,1
126065,0,129.41666666666666,Zimbabwe,Afghanistan,Abu Dhabi,25,122,7.705263157894737,6,38.0,2.0,150,2
52378,0,148.20689655172413,Pakistan,India,Mirpur,25,100,6.315789473684211,6,37.0,1.0,130,1
24847,0,178.75,India,New Zealand,Hamilton,5,162,8.452173913043477,5,41.0,2.0,179,1
722,0,159.2,New Zealand,Sri Lanka,Lauderhill,12,106,5.888888888888889,4,33.0,2.0,120,1
51859,0,143.0,Pakistan,Bangladesh,Kolkata,65,87,9.490909090909092,9,48.0,0.0,201,1
127466,0,129.41666666666666,Pakistan,Sri Lanka,Abu Dhabi,73,40,5.1063829787234045,8,29.0,1.0,103,2
162986,0,113.2,Afghanistan,West Indies,St Kitts,68,47,5.423076923076923,4,28.0,3.0,93,2
58868,0,163.25,Netherlands,Zimbabwe,Rotterdam,19,154,9.14851485148515,5,35.0,1.0,199,1
69751,1,142.375,England,South Africa,Cardiff,88,41,7.6875,9,39.0,1.0,181,1
29460,0,153.14285714285714,Pakistan,Sri Lanka,Colombo,28,117,7.630434782608695,7,39.0,1.0,175,1
26502,1,146.14285714285714,Netherlands,Sri Lanka,Sharjah,85,37,6.342857142857143,4,29.0,5.0,44,1
57250,0,163.23076923076923,Australia,Sri Lanka,Sydney,56,60,5.625,7,30.0,2.0,137,1
146687,0,130.8,New Zealand,Netherlands,Chattogram,82,43,6.789473684210527,9,37.0,1.0,152,2
20978,0,157.21428571428572,Pakistan,Zimbabwe,Harare,51,71,6.173913043478261,6,34.0,1.0,136,1
21157,0,157.21428571428572,Zimbabwe,India,Harare,0,145,7.25,3,32.0,3.0,145,1
165351,1,154.25,South Africa,Pakistan,Centurion,86,24,4.235294117647059,8,19.0,2.0,141,2
143472,0,162.0,Pakistan,England,Bristol,64,85,9.107142857142856,7,39.0,1.0,148,2
114828,0,162.58333333333334,South Africa,New Zealand,Hamilton,32,154,10.5,8,49.0,0.0,174,2
151194,0,132.1764705882353,England,West Indies,Barbados,28,104,6.782608695652174,3,43.0,2.0,143,2
29976,0,153.14285714285714,South Africa,Sri Lanka,Colombo,1,157,7.915966386554622,5,50.0,2.0,163,1
29918,0,153.14285714285714,South Africa,Sri Lanka,Colombo,57,75,7.142857142857143,9,30.0,1.0,163,1
72019,0,143.5,West Indies,Pakistan,St Vincent,46,78,6.324324324324324,6,29.0,0.0,152,1
121552,1,135.609756097561,Sri Lanka,South Africa,Colombo,84,29,4.833333333333333,8,21.0,2.0,103,2
148365,1,157.4,Afghanistan,Ireland,Dehradun,92,36,7.7142857142857135,7,35.0,3.0,136,2
20717,0,157.21428571428572,Pakistan,Zimbabwe,Harare,62,95,9.827586206896552,9,40.0,1.0,198,1
27843,0,146.14285714285714,England,Sri Lanka,Sharjah,47,62,5.095890410958904,7,23.0,0.0,163,1
134105,0,146.15384615384616,England,India,Durban,3,186,9.538461538461538,5,51.0,2.0,200,2
22241,0,157.21428571428572,Zimbabwe,Bangladesh,Harare,14,139,7.867924528301886,6,46.0,2.0,166,1
135739,1,149.95833333333334,England,New Zealand,Auckland,86,87,15.352941176470589,7,78.0,1.0,146,2
116099,0,136.78571428571428,Zimbabwe,Afghanistan,Sharjah,52,95,8.382352941176471,6,34.0,1.0,182,2
70675,0,166.28571428571428,Zimbabwe,Ireland,Dublin,26,101,6.446808510638298,5,36.0,0.0,152,1
128082,0,161.66666666666666,South Africa,West Indies,St George's,72,55,6.875,8,26.0,1.0,146,2
171699,0,122.5,West Indies,South Africa,Antigua,43,58,4.51948051948052,5,20.0,3.0,123,2
24213,0,178.75,Pakistan,New Zealand,Hamilton,27,118,7.612903225806452,6,47.0,0.0,163,1
88419,0,136.0,West Indies,Zimbabwe,Antigua,17,121,7.048543689320388,6,41.0,1.0,158,1
97588,0,149.28571428571428,England,South Africa,Cape Town,6,173,9.105263157894736,5,52.0,1.0,183,2
128084,0,161.66666666666666,South Africa,West Indies,St George's,70,60,7.199999999999999,8,29.0,1.0,146,2
8712,0,138.1627906976744,India,New Zealand,Dubai,81,36,5.538461538461538,8,35.0,2.0,110,1
115002,0,162.58333333333334,Pakistan,New Zealand,Hamilton,6,139,7.315789473684211,3,41.0,2.0,146,2
127386,0,129.41666666666666,New Zealand,Pakistan,Abu Dhabi,31,95,6.404494382022472,6,30.0,3.0,146,2
156347,0,148.0,New Zealand,India,Christchurch,27,128,8.258064516129032,7,47.0,1.0,166,2
30961,0,153.14285714285714,Bangladesh,Sri Lanka,Colombo,11,139,7.651376146788991,4,43.0,1.0,155,1
55691,0,148.20689655172413,Bangladesh,India,Mirpur,9,128,6.918918918918919,5,44.0,0.0,138,1
78373,0,180.0,Ireland,Afghanistan,Greater Noida,53,97,8.686567164179104,9,34.0,0.0,172,1
121177,0,135.609756097561,Sri Lanka,New Zealand,Colombo,25,118,7.452631578947368,5,38.0,1.0,148,2
98946,0,149.28571428571428,Australia,South Africa,Cape Town,4,146,7.551724137931035,5,33.0,2.0,147,2
67470,0,161.36363636363637,Sri Lanka,Pakistan,Lahore,78,52,7.428571428571429,7,33.0,3.0,147,1
96675,0,149.28571428571428,England,South Africa,Cape Town,21,174,10.545454545454543,9,50.0,0.0,192,2
19712,0,145.89473684210526,New Zealand,Bangladesh,Dhaka,75,65,8.666666666666666,8,50.0,2.0,161,1
131560,0,141.33333333333334,England,West Indies,London,72,45,5.625,6,32.0,3.0,88,2
164121,0,156.75,New Zealand,Bangladesh,Napier,47,77,6.328767123287672,6,29.0,1.0,143,2
82083,0,177.33333333333334,New Zealand,South Africa,Centurion,24,141,8.8125,6,40.0,2.0,177,1
122115,0,147.11764705882354,Sri Lanka,New Zealand,Pallekele,29,122,8.043956043956044,8,41.0,1.0,143,2
170144,0,122.75,West Indies,Afghanistan,Lucknow,69,46,5.411764705882353,7,30.0,2.0,127,2
90696,0,201.0,India,Sri Lanka,Indore,20,209,12.54,9,54.0,1.0,260,1
97141,1,149.28571428571428,South Africa,Pakistan,Cape Town,89,49,9.483870967741934,10,48.0,0.0,170,2
117278,0,136.78571428571428,Sri Lanka,England,Sharjah,13,134,7.514018691588785,3,45.0,2.0,137,2
150060,0,132.1764705882353,Sri Lanka,Australia,Barbados,46,81,6.567567567567568,4,29.0,1.0,87,2
111642,0,138.07142857142858,Pakistan,Australia,Harare,42,127,9.76923076923077,7,58.0,0.0,187,2
139815,0,130.3448275862069,West Indies,Australia,Mirpur,12,148,8.222222222222221,6,45.0,2.0,179,2
94805,0,146.28571428571428,Bangladesh,India,Bengaluru,36,99,7.071428571428571,5,32.0,3.0,145,2
49271,0,168.66666666666666,New Zealand,West Indies,Auckland,12,138,7.666666666666667,5,39.0,2.0,155,1
14038,0,170.24137931034485,West Indies,South Africa,Johannesburg,6,196,10.31578947368421,5,41.0,3.0,205,1
154096,0,109.5,Pakistan,West Indies,Karachi,83,63,10.216216216216216,9,58.0,1.0,154,2
129136,0,131.0,Australia,Sri Lanka,Melbourne,82,47,7.421052631578948,10,43.0,0.0,145,2
56966,1,147.0,India,England,Kanpur,89,37,7.161290322580645,9,32.0,1.0,147,1
154661,0,140.0,England,Sri Lanka,Cardiff,23,108,6.68041237113402,5,46.0,1.0,108,2
122214,0,147.11764705882354,Pakistan,Bangladesh,Pallekele,39,124,9.185185185185183,9,42.0,1.0,178,2
97589,0,149.28571428571428,England,South Africa,Cape Town,5,177,9.234782608695651,5,56.0,1.0,183,2
121943,0,147.11764705882354,Bangladesh,Sri Lanka,Pallekele,75,57,7.6,8,33.0,1.0,181,2
148394,0,157.4,Afghanistan,Ireland,Dehradun,65,57,6.218181818181819,5,21.0,2.0,136,2
66249,0,87.0,Pakistan,West Indies,Providence,38,107,7.829268292682928,9,35.0,0.0,157,1
83535,0,141.66666666666666,Pakistan,Australia,Perth,7,105,5.575221238938053,2,19.0,3.0,106,1
62619,0,174.5,Netherlands,Ireland,Al Amarat,4,162,8.379310344827587,5,33.0,2.0,167,1
69951,0,142.375,India,England,Cardiff,11,117,6.440366972477063,5,35.0,1.0,148,1
118930,0,135.609756097561,Pakistan,Sri Lanka,Colombo,78,40,5.714285714285714,6,29.0,4.0,174,2
89823,0,179.33333333333334,Bangladesh,Ireland,Belfast,38,117,8.560975609756097,7,46.0,2.0,190,1
72500,0,140.16666666666666,Sri Lanka,Zimbabwe,Guyana,2,170,8.64406779661017,3,47.0,3.0,173,1
126735,0,129.41666666666666,Australia,Pakistan,Abu Dhabi,47,56,4.602739726027398,4,28.0,0.0,89,2
148062,0,157.4,Afghanistan,Bangladesh,Dehradun,29,89,5.868131868131869,7,33.0,2.0,135,2
25619,1,177.6,Australia,India,Chandigarh,87,56,10.181818181818182,9,52.0,1.0,160,1
126705,0,129.41666666666666,Australia,Pakistan,Abu Dhabi,77,28,3.9069767441860463,4,17.0,4.0,89,2
85685,1,166.4,Australia,India,Brisbane,89,35,6.774193548387096,9,35.0,1.0,158,1
104603,0,149.27586206896552,India,New Zealand,Johannesburg,36,132,9.428571428571429,5,42.0,3.0,180,2
25517,0,178.75,New Zealand,Bangladesh,Hamilton,66,74,8.222222222222221,8,39.0,1.0,210,1
133326,0,146.15384615384616,South Africa,New Zealand,Durban,47,87,7.1506849315068495,8,30.0,0.0,87,2
8879,0,138.1627906976744,Bangladesh,Australia,Dubai,40,66,4.95,2,13.0,3.0,73,1
139863,0,130.3448275862069,Australia,Bangladesh,Mirpur,82,53,8.368421052631579,10,41.0,0.0,158,2
141839,0,130.3448275862069,Bangladesh,South Africa,Mirpur,34,103,7.186046511627906,4,37.0,4.0,138,2
132716,0,123.16666666666669,West Indies,India,Trinidad,81,35,5.384615384615385,8,33.0,2.0,143,2
35675,0,168.44444444444446,Australia,England,Southampton,73,50,6.382978723404255,7,41.0,1.0,157,1
73632,0,151.36363636363637,India,England,Manchester,10,162,8.836363636363638,2,46.0,4.0,165,1
2840,0,154.71428571428572,India,England,Bengaluru,10,178,9.709090909090907,6,58.0,1.0,202,1
19624,0,145.89473684210526,Afghanistan,Bangladesh,Dhaka,40,91,6.824999999999999,6,41.0,0.0,164,1
170134,0,122.75,West Indies,Afghanistan,Lucknow,79,35,5.121951219512195,8,22.0,2.0,127,2
145479,0,150.25,Zimbabwe,Netherlands,Rotterdam,13,124,6.953271028037384,1,19.0,5.0,150,2
141840,0,130.3448275862069,Bangladesh,South Africa,Mirpur,33,103,7.103448275862069,4,36.0,4.0,138,2
65026,0,153.88235294117646,West Indies,England,Barbados,18,132,7.764705882352941,7,42.0,1.0,170,1
138648,0,126.0,Sri Lanka,Afghanistan,Kolkata,81,43,6.615384615384615,9,31.0,1.0,155,2
172880,0,150.5,Australia,India,Canberra,53,80,7.164179104477612,7,27.0,3.0,150,2
91778,0,174.0,South Africa,England,Taunton,62,73,7.551724137931035,8,45.0,1.0,174,1
53910,0,148.20689655172413,Sri Lanka,India,Mirpur,54,57,5.181818181818182,6,26.0,2.0,138,1
119058,0,135.609756097561,Sri Lanka,South Africa,Colombo,69,45,5.294117647058823,8,19.0,2.0,135,2
76639,0,156.0,India,New Zealand,Delhi,57,88,8.380952380952381,10,46.0,0.0,202,1
9607,0,138.1627906976744,Sri Lanka,Australia,Dubai,28,107,6.978260869565217,5,21.0,3.0,154,1
84441,0,174.16666666666666,India,England,Ahmedabad,76,62,8.454545454545455,9,43.0,1.0,185,1
66592,1,161.36363636363637,Pakistan,South Africa,Lahore,90,37,7.4,9,37.0,1.0,169,1
92144,0,119.2,Sri Lanka,New Zealand,Lauderhill,61,58,5.898305084745762,9,32.0,0.0,82,2
59995,0,149.0,Bangladesh,Zimbabwe,Chattogram,69,77,9.058823529411764,7,38.0,3.0,175,1
124901,0,129.41666666666666,Afghanistan,Ireland,Abu Dhabi,54,74,6.727272727272728,8,30.0,2.0,126,2
149352,0,209.0,India,West Indies,Hyderabad,41,117,8.88607594936709,9,39.0,0.0,209,2
134152,0,146.15384615384616,West Indies,South Africa,Durban,80,59,8.85,9,42.0,1.0,126,2
168491,1,160.25,Bangladesh,Zimbabwe,Bulawayo,85,47,8.057142857142857,9,44.0,0.0,162,2
151447,0,180.125,Afghanistan,South Africa,Mumbai,17,156,9.0873786407767,3,40.0,3.0,172,2
30752,1,153.14285714285714,Sri Lanka,Bangladesh,Colombo,90,29,5.8,8,29.0,2.0,159,1
94305,0,148.91666666666666,Australia,Pakistan,St Lucia,74,61,7.956521739130435,7,35.0,1.0,197,2
110116,0,125.15789473684212,Sri Lanka,Bangladesh,Dhaka,23,182,11.257731958762886,6,53.0,1.0,194,2
71013,0,166.28571428571428,India,Ireland,Dublin,65,93,10.145454545454546,9,45.0,0.0,213,1
15392,0,170.24137931034485,Sri Lanka,Bangladesh,Johannesburg,24,103,6.4375,5,32.0,2.0,147,1
110684,0,138.07142857142858,Zimbabwe,Pakistan,Harare,81,31,4.769230769230769,8,26.0,1.0,108,2
29441,0,153.14285714285714,Pakistan,Sri Lanka,Colombo,44,88,6.947368421052632,7,35.0,1.0,175,1
100190,0,128.3953488372093,South Africa,Pakistan,Dubai,38,92,6.731707317073171,9,43.0,0.0,99,2
84968,0,171.66666666666666,Australia,West Indies,Gros Islet,56,78,7.3125,8,35.0,1.0,141,1
131645,1,141.33333333333334,England,West Indies,London,90,48,9.6,8,42.0,2.0,193,2
82980,0,177.33333333333334,South Africa,Pakistan,Centurion,61,84,8.542372881355933,8,48.0,1.0,144,1
166997,1,166.66666666666666,Pakistan,India,Ahmedabad,89,50,9.67741935483871,10,49.0,0.0,181,2
79880,0,130.71428571428572,South Africa,Sri Lanka,Hambantota,31,112,7.550561797752809,8,40.0,0.0,163,1
108759,1,125.15789473684212,Australia,Bangladesh,Dhaka,84,49,8.166666666666666,7,39.0,2.0,105,2
107978,0,135.2,England,New Zealand,Wellington,44,95,7.5,4,35.0,3.0,155,2
137553,0,149.95833333333334,Australia,New Zealand,Auckland,50,93,7.9714285714285715,7,32.0,3.0,121,2
31882,0,153.14285714285714,Sri Lanka,Pakistan,Colombo,64,56,6.0,10,35.0,0.0,139,1
49579,0,168.66666666666666,Pakistan,New Zealand,Auckland,74,62,8.08695652173913,5,31.0,5.0,143,1
137561,0,149.95833333333334,Australia,New Zealand,Auckland,42,100,7.6923076923076925,7,28.0,2.0,121,2
46245,1,158.30769230769232,South Africa,Australia,Durban,87,48,8.727272727272727,9,43.0,1.0,80,1
66529,0,161.36363636363637,Pakistan,Sri Lanka,Lahore,31,107,7.213483146067415,8,37.0,1.0,180,1
128858,1,131.0,Australia,South Africa,Melbourne,88,45,8.4375,9,42.0,1.0,102,2
10017,0,138.1627906976744,Australia,Pakistan,Dubai,76,61,8.318181818181818,7,40.0,3.0,108,1
60182,0,149.0,Netherlands,England,Chattogram,7,128,6.796460176991151,7,28.0,1.0,133,1
13582,0,170.24137931034485,India,Pakistan,Johannesburg,83,42,6.8108108108108105,8,23.0,2.0,157,1
142286,0,130.3448275862069,Bangladesh,Pakistan,Mirpur,56,89,8.34375,7,51.0,0.0,143,2
